tmdb_id,release_year,overview
9087.0,1995,"Dem amerikanische Präsident Andrew Shepherd macht seit dem Tod seiner Frau die Einsamkeit zu schaffen. Da verliebt er sich in die attraktive Sydney Ellen Wade, die scharfzüngige Lobbyistin einer Umweltschutzvereinigung. In der Folge steht das Staatsoberhaupt vor der schwierigen Aufgabe, seinen politischen Idealen treu zu bleiben und gleichzeitig Freunden, Feinden und den Medien zu beweisen, daß auch ein Präsident eine Gefühlswelt besitzt, die es auszuleben gilt..."
12110.0,1995,"Nachdem Graf Dracula in dem Engländer Renfield einen neuen Assistenten gefunden hat, verlässt er im Jahre 1893 Transsylvanien und reist nach London. Während Renfield kurz darauf in die Nervenklinik von Dr. Seward landet, versucht Dracula, seinen Durst bei Sewards Tochter Mina und deren Freundin Lucy zu stillen. Doch der Blutsauger hat nicht mit der Hartnäckigkeit des ausgewiesenen Vampirjägers Van Helsing gerechnet. Der gewiefte Professor versteht es, Dracula einen äußerst fatalen Stolperstein zu stellen..."
21032.0,1995,"In dem kleinen Ort Nome in Alaska, lebt der Schlittenhund Balto. Doch Balto ist kein gewöhnlicher Hund zur Hälfte ist er ein Wolf. Und genau aus diesem Grund wird er sowohl von den anderen Hunden als auch von den Dorfbewohnern gemieden. Sein ärgster Feind ist Steele, der Anführer der Schlittenhunde, der zu allem Überfluß auch noch ein Auge auf Baltos große Liebe, Jenna, geworfen hat. Eines Tages wird Jennas kleine Besitzerin schwer krank und Steele wird mit seiner Meute losgeschickt, um im nächsten Dorf Medizin zu holen. Doch die Hunde geraten in einen Schneesturm und fast scheint es, als wäre alles verloren. Nur einer gibt nicht auf: Balto. Mit dem Mut und dem Herzen eines Helden kämpft sich durch den Sturm, um die Mission erfolgreich zu beenden und das Kind zu retten..."
10858.0,1995,"Der zielstrebige Jurastudenten Richard M. Nixon wächst in einer ärmlichen Quäker Familie auf. Anfang der 40er Jahre zieht er als Abgeordneter in das Repräsentantenhaus ein, mit 37 Jahren fungiert er bereits als Senator und zwei Jahre später schließlich als Vizepräsident neben Eisenhower. 1972 wird Richard M. Nixon mit den Stimmen der ""schweigenden Mehrheit"" zum 37. Präsidenten der Vereinigten Staaten von Amerika gewählt, muss jedoch zwei Jahre später aufgrund des Watergate Skandals wieder zurücktreten."
1408.0,1995,"Hinterlistig ermordet der Pirat Dawg Brown seinen eigenen Bruder. Doch bevor der alte Freibeuterkapitän stirbt, kann er seiner Tochter Morgan Adams noch ein Geheimnis anvertrauen: Die Tätowierungen auf seinem Schädel sind das erste Drittel einer Schatzkarte. Das zweite Drittel kann sich die Piratenbraut während der spektakulären Befreiung eines Gesinnungsgenossen sichern. Den letzten Abschnitt zu beschaffen, scheint jedoch unmöglich zu sein. Denn dieser befindet sich im Besitz von Dawg Brown."
524.0,1995,"Sam „Ace“ Rothstein sorgt dafür, dass in den Casinos von Las Vegas alles gut läuft. Das heißt: die Politiker müssen geschmiert werden, die Spieler dürfen nicht zu viel gewinnen, und die eigenen Kassen werden immer wieder um einige Millionen erleichtert. Tatkräftige Unterstützung erhält der Manager dabei von dem Schläger Nicky Santoro. Als „Ace“ sich in die attraktive Prostituierte Ginger McKenna verliebt, beginnen die Dinge außer Kontrolle zu geraten. Denn Ginger ist nicht nur drogen-, sondern auch extrem geltungssüchtig."
4584.0,1995,"England um 1800. Die Dashwoods sind eine reiche, angesehene Familie. Als das Familienoberhaupt stirbt, vererbt er den gesamten Besitz an seinen Sohn John. Seine zweite Frau und die gemeinsamen Töchter Elinor, Marianne und Margaret müssen sich mit einer mageren jährlichen Pension begnügen. Obendrein haben Elinor und Marianne auch noch Pech in der Liebe. Nach kurzem Glück verlieren sie die Auserwählten ihres Herzens an andere Frauen – zumindest scheint es so. In der Krise finden die beiden Kraft für einen neuen Anfang."
5.0,1995,"In der Silvesternacht tritt Ted seinen Posten als Page in einem einstmals ehrwürdigen, mittlerweile aber heruntergekommenen Hotel an. Schon am Neujahrstag widerfahren ihm wundersame Dinge: So kriegt er es mit Hexen, die ihre Göttin zu neuem Leben erwecken wollen, einem eifersüchtigen Ehemann, zwei verzogenen Kindern, die eine grausame Entdeckung machen und einem arroganten Hollywood-Star zu tun."
9273.0,1995,"Nach dem tragischen Unfall eines Klienten hat sich Tierdetektiv Ace Ventura zum Meditieren in ein tibetanisches Kloster zurückgezogen. Doch schon bald muß der gefragte Schnüffler seine spirituelle Enklave wieder verlassen, um im tiefsten Afrika eine entführte Albino-Fledermaus auftreiben - immerhin steht der Friede zwischen zwei Urwaldstämmen auf dem Spiel. Nach einigen haarsträubenden Dschungelerlebnissen macht der Meisterdetektiv die Gauner dingfest."
11517.0,1995,"John und Charlie sind zwei Brüder, wie sie verschiedener kaum sein könnten: Der eine ist fast ein Ganove, der andere ein ehrlicher Typ. Sie arbeiten in der U-Bahn von New York, gemeinsam mit der Polizistin Grace Santiago, was einen zusätzlichen Kampf der beiden sorgt. Jeden Tag sehen die Jungs einen streng bewachten Geldzug an sich vorbeifahren, und Charlie hat einen Plan …"
8012.0,1995,"Chili Palmer ist nicht nur ein recht „erfolgreicher“ Schuldeneintreiber, sondern auch ein Kinofan, und das von ganzem Herzen. Da trifft es sich doch gut, dass sein neuester Auftrag ihn nach Hollywood, das Herz der amerikanischen Filmproduktion, verschlägt. Schon bald erkennt Chili eine Sache ganz deutlich: Zwischen seinem Job und dem eines Filmproduzenten gibt es gar nicht so viele Unterschiede."
1710.0,1995,"Die Kriminalpsychologin Helen Hudson wird Opfer eines brutalen Mordanschlags. Sie überlebt, ist danach aber nicht mehr in der Lage, die vier Wände ihres Luxusapartments zu verlassen. Von nun an ist der Computer ihre einzige Verbindung zur Außenwelt. Als 13 Monate später ein Massenmörder umgeht, der mit seinen Bluttaten Vorbilder wie Jeffrey Dahmer oder Ted Bundy imitiert, entschließt sich Helen gemeinsam mit der patenten Kommissarin M.J. Monahan, dem irren Killer ein für alle Mal das Handwerk zu legen."
9691.0,1995,"Der Profikiller Robert Rath ist der beste seiner Zunft. Wer einen sicheren Auftrag ausführen lassen will, der engagiert ihn. Aber nicht nur Raths Fähigkeiten haben ihm den Spitzenplatz gesichert. Vor 15 Jahren hat er seinen Ausbilder ins Jenseits befördert, um selbst das große Geschäft machen zu können. Seitdem lebt Rath mit dieser Schuld. Mittlerweile plant er seine Karriere als Auftragsmörder an den Nagel zu hängen und nach einem letzten Job aussteigen. Aber natürlich läuft der ganz anders ab, als er sich das vorgestellt hat. Denn auf einmal taucht ein jüngerer Killer auf und erledigt seine Zielperson. Wütend macht sich Rath auf die Suche nach dem Schützen, denn das will er nicht auf sich sitzen lassen. Sein Konkurrent ist der durchgeknallte Miguel Bain, der unbedingt die Nummer Eins in seinem Gewerbe werden möchte und es deswegen auf den gealterte Profi abgesehen hat. Jetzt muss Rath beweisen, dass er noch längst nicht zum alten Eisen gehört und um sein eigenes Leben kämpfen."
12665.0,1995,"Eine schwangere Frau wird während eines Gewitters vom Blitz getroffen. Den elektrischen Schlag überlebt sie nicht, doch ihr Baby kann gerettet werden. Das Neugeborene ist ein Albino. Beschämt versteckt es der Vater im Keller seines Hauses, und erst nach dessen Tod sieht der mit übermenschlichen Fähigkeiten ausgestattete Junge zum ersten Mal das Tageslicht. Vom Sheriff ins örtliche Heim gebracht, stößt „Powder“ von Anfang auf Ablehnung. Doch der hochintelligente Sonderling lässt sich nicht so leicht unterkriegen."
451.0,1995,"Ben Sanderson ist am Ende. Von seiner Frau verlassen fängt der Drehbuchautor an, unkontrolliert zu trinken. Schließlich kratzt er sein letztes Geld zusammen und fährt nach Las Vegas. Sein Ziel: Soviel zu trinken, bis er stirbt. In der Wüstenstadt verliebt er sich allmählich in die Prostituierte Sera und zieht bei ihr ein. Aus der anfänglichen Freundschaft zwischen den beiden Außenseitern erwächst allmählich Liebe, die jedoch auf brutale Belastungsproben gestellt wird."
16420.0,1995,"Das Shakespearesche Drama in den Kostümen der Zeit, gedreht mit den Mitteln des Films in den 90er Jahren. Da ist dann Othello der afro-amerikanische Action-Star Laurence Fishburne und Kenneth Branagh brilliert in der Rolle des intriganten und geldgierigen Jago.  Ende des 16. Jahrhunderts, Venedig: Unter großer Geheimhaltung schließen der Kommandant Othello und seine Desdemona  den Bund der Ehe. Jago, Fähnrich unter Othello, ist davon überzeugt, dass sein Heerführer ihn nicht ausreichend würdigt. Warum wurde Cassio befördert und nicht er? Der rachsüchtige Jago spinnt eine Intrige, an deren Ende Othello glaubt, Desdemona betrüge ihn. Erfüllt von Eifersucht geht er auf seine geliebte Frau los..."
9263.0,1995,"Die werdende Mutter Chrissy trifft sich nach langer Zeit mit ihren Jugendfreundinnen Samantha, Teeny und Roberta in ihrer alten Heimat wieder. Gemeinsam schwelgen sie in Erinnerungen an ihre Erlebnisse in den 1970ern, als sie noch zusammen die Gegend unsicher machten."
17015.0,1995,"Als junges Mädchen folgte Anne Elliot dem Rat ihrer mütterlichen Freundin Lady Russel. Sie ließ die Vernunft über ihr Herz siegen und löste ihre Verlobung mit dem aufstrebenden Captain Wentworth, obwohl sie ihn liebte, und ließ ihn tief enttäuscht zurück. Fast acht Jahre später, mit nunmehr 27, trifft sie ihn wieder ..."
902.0,1995,"Auf einer ausrangierten Plattform im Meer haust Krank mit seinen geklonten Brüdern, Mademoiselle Bismuth und Irvin, dem Gehirn. Krank altert rasend schnell, weil er nicht träumen kann. Unterstützt von den Zyklopen entführt er die Kinder aus der Hafenstadt, um sich ihre Träume einzuverleiben. Doch als er das Baby Denrée entführt, machen sich der unglaublich starke One und die neunjährige Miette auf die Suche. Ein utopisch-apokalyptisches Abenteuer jenseits aller Vorstellungskraft beginnt."
37557.0,1995,"Ein Junge vom Land kommt zu kriminellen Verwandten in die Großstadt Shanghai der Dreißigerjahre, wo er als Diener für die Geliebte eines Gangsterbosses arbeiten soll."
9909.0,1995,"Ex-Marine Louanne Johnson tritt nach der Trennung von ihrem Ehemann eine Stelle als Englischlehrerin an der Parkmont High School mitten in einem Problemviertel an. Anfangs begegnen ihr die Schüler mit Ablehnung und Schweigen. Das ändert sich, als sie mit äußerst unkonventionellen Lernmethoden das Vertrauen der Teenager gewinnt. So beginnt die selbstbewusste Frau sich neu zu kleiden und den Schülern auf gleicher Augenhöhe zu begegnen, was den Respekt für die neue Lehrerin unter der Gemeinschaft schnell anwachsen lässt. Mit überraschenden Mittel, wie Songtexten von Bob Dylan, bringt Louanne den Schülern die Wirkung von Poesie und Lyrik bei. Bei ihrem Vorgesetzten, dem Direktor George Grandey stoßen ihre Methoden auf große Skepsis und er droht ihr mit Kündigung, sollte sie sich nicht ändern. Als sie sich dann in private Dinge ihres Schülers Emilio einmischt, droht sie Situation endgültig aus dem Ruder zu laufen..."
63.0,1995,"Das Jahr 2035: Die Erdoberfläche ist entvölkert, seit eine Virenepidemie die Menschheit 1996 fast gänzlich vernichtet hat. Die wenigen Überlebenden existieren in einem Unterwelt-System. Mit der Hoffnung auf ein besseres Leben schickt man den Sträfling Cole als Zeitboten ins Jahr der Katastrophe zurück, um den Ursprung der Apokalypse herauszufinden. Versehentlich gerät er zunächst ins Jahr 1990 und in eine Irrenanstalt. Dort warnt ihn der verwirrte Jeffrey vor den ""12 Monkeys"". Haben sie mit den Viren zu tun? Endlich im Jahr 1996, spürt Cole mit der Psychiaterin Kathryn diese Vereinigung auf und macht eine verblüffende Entdeckung..."
9598.0,1995,"Das verwaiste Schweinchen Babe kommt auf den Hof des Bauerns Arthur Hoggett. Dort wird sie von den anderen Tieren aufgenommen. Die neue Ziehmutter Fly, ein Border-Collie, bringt Babe das Handwerk des Schafehütens bei. Babe wird so gut, dass Arthur sie an einem Schafshunde-Wettbewerb anmeldet."
687.0,1995,"Der zum Tode verurteilte Häftling Matthew Poncelet wartet schon seit sechs Jahren auf seine Urteilsvollstreckung. In einem Brief bittet er die eher unkonventionelle Nonne Schwester Helen Prejean, die noch nie mit einem Schwerverbrecher zu tun hatte, um Hilfe. Sie antwortet auf sein Schreiben und besucht ihn schließlich im Staatsgefängnis von New Orleans. Dort ist sie mit der von Bürokratie beherrschten Welt des Strafvollzugs konfrontiert und sie entschließt sich, dem Häftling trotz seiner ablehnenden Art und seines Zynismus zu helfen. Bei ihrem Versuch, den sicheren Tod Poncelets doch noch abzuwenden, muss sie erfahren, wie wenig ein Menschenleben für Politik, Behörden und Medien wert ist und sieht sich schließlich auch mit den Eltern der Opfer konfrontiert, die eine Vergeltung für den Mord an ihren Kindern einfordern. Schwester Prejean findet sich bald zwischen den Fronten wieder und wird von Selbstzweifeln geplagt. Ist es richtig, sich auf die Seite eines Mörders zu stellen?"
33689.0,1995,"Die neunjährige Waise Amanda steht eines Tages zufällig vor einer exakten Kopie ihrer selbst: der wohlerzogenen Allysa. Deren verwitweter Millioärs-Vater steht im Begriff, eine kinderhassende Zicke zu heiraten. Doch die beiden neuen Freundinnen vertauschen ihre Rollen und setzen alles daran, die unerwünschte Stiefmutter von Allysa zu entsorgen und ihren Vater auf Amandas attraktive Betreuerin Diane aufmerksam zu machen."
9603.0,1995,"Es ist nicht leicht das beliebteste und bestangezogendste Mädchen der Beverly Hills High School zu sein. Vor allem, wenn man dazu noch den Neid zahlreicher Möchtegern- Schönheiten auf sich zieht. Für Cher ist das alles kein Problem. Sie findet sogar noch etwas Zeit für ihre Hobbies: Zum Beispiel für ihre Lehrerin einen Liebhaber zu finden, oder ein schüchternes Mauerblümchen in ein Objekt männlicher Begierde zu verwandeln. Erst als Justin, ein verdammt gutaussehender Junge, und ihr Ex-Stiefbruder Josh unerwartet auf der Bildfläche erscheinen, gerät auch Chers Gefühlsleben beträchtlich durcheinander"
34615.0,1995,
31174.0,1995,"England, in den 30er Jahren dieses Jahrhunderts. Nach dem Ende eines schrecklichen Bürgerkriegs bekommt die Monarchie einen neuen König. Edward IV. hat drei Kinder, was die Thronfolge auf lange Zeit sichert. Sein machthungriger Bruder Richard möchte jedoch selbst die Krone. Nacheinander tötet er alle, die ihm auf dem Weg zur Macht im Weg stehen - sogar seine eigene Ehefrau. Endlich gekrönt, mordet Richard III. weiter. Im Ausland stellt der junge Henry Richmond daraufhin eine Armee zum Sturz des tyrannischen Monarchen zusammen."
11443.0,1995,"Im Jahr 1968 melden sich Anthony Curtis, ein 18-jähriger Afro-Amerikaner aus der Bronx, der vor kurzem seinen High-School-Abschluss gemacht hat mit seinen beiden Freunden José und Skip zum Kriegsdienst nach Vietnam. Drei Jahre später kehrt er in seine Heimat zurück. Dort muss er aber feststellen, dass er nicht als Held behandelt wird. Vielmehr verliert er seinen Job, so dass er seiner Tochter nicht die Unterstützung geben kann, die er ihr gern geben würde.  Anthony, Skip, José sowie Anthonys enger Freund Kirby und ihre neuen Bekannten Delilah und Cleon wollen sich rächen. Sie planen, einen gepanzerten Transporter zu überfallen und die Federal Reserve Bank von Brooklyn auszurauben. Doch der Coup geht schief..."
35196.0,1995,"Im London des Jahres 1660 sichert sich der Medizinstudent Merivel dank eines kühnen operativen Eingriffs die Gunst von König Charles II. Schnell steigt der junge Mann zum Liebling des Monarchen auf, bedacht mit Privilegien und stattlichem Einkommen. Als Merivel sich jedoch in die Mätresse des Königs verliebt, wird er ohne Geld und Titel davongejagt. Fünf Jahre später kehrt ein geläuterter Merivel nach London zurück und beginnt, sich aufopferungsvoll um die Opfer der Pest, die inzwischen in der Stadt wütet, zu kümmern."
9312.0,1995,"Der grausame Zauberer Shang Tsung fordert die drei mutigsten Martial-Arts-Kämpfer der Welt zu einem brutalen Wettstreit heraus: dem Mortal Kombat-Turnier. Neun Mal haben Tsung und seine Fighter, der vierarmige Goro und Sub-Zero, dessen Atem jeden zur Eissäule erstarren lässt, bereits gewonnen. Sollte es ihnen auch diesmal gelingen, wird die Welt der Menschen für immer vom Herrscher der Finsternis regiert werden. Es liegt an dem Mönch Liu Kang, dem Hollywood-Mimen Johnny Cage und der furchtlosen Polizistin Sonya Blade, ob die Erde von Tsung in einen Ort des Grauens verwandelt wird. Doch zum Glück sind sie nicht auf sich allein gestellt. In Prinzessin Kitana und Lord Rayden finden sie heimliche Verbündete..."
577.0,1995,"Schon im Kindesalter ist sich Suzanne Stone aus dem verschlafenen Nest Little Hope in New Hampshire sicher, dass sie Karriere beim Fernsehen machen will. Dank ihrer Hartnäckigkeit ergattert sie bei einem kleinen kommunalen Sender einen Job als Wettermoderatorin, den sie mit großer Ernsthaftigkeit und Penibilität ausfüllt. Doch dann gibt ihr treuherziger Ehemann Larry plötzlich Widerworte und konfrontiert Suzanne mit seinem Kinderwunsch. Der durchtriebenen Karrierefrau passt das natürlich überhaupt nicht."
11861.0,1995,"Finn hat gerade ihr Studium in Berkeley absolviert und verbringt nun den Sommer bei ihrer Großmutter und ihrer Großtante. Deren Haus gleicht einem ruhigen Hafen, in dem Finn ihre Doktorarbeit beenden und über einen Heiratsantrag ihres Freundes Sam nachdenken will. Doch als sie dem attraktiven, heißblütigen Leon begegnet, beginnen die Dinge kompliziert zu werden. Während ihr die Entscheidung zwischen den beiden Männern immer schwerer fällt, vertrauen die Frauen, die im Haus ihrer Großmutter bereits an einem Hochzeitsquilt nähen, ihr ihre ganz persönlichen Liebesgeschichten an, die ihr eigenes Leben beeinflussten..."
807.0,1995,"Der besonnene Detective Somerset ist ein Kriminologe der „alten Schule“. Zusammen mit seinem neuen Kollegen, dem Heißsporn Mills, wird er auf den ungewöhnlichsten und erschreckendsten Fall seiner Laufbahn angesetzt. Ein unbekannter Serienkiller versucht scheinbar, die Stadt von allen Sünden zu befreien. Er tut dies, indem er auf bestialische Weise für jede der sieben Todsünden einen symbolischen Ritualmord begeht."
10530.0,1995,"Die Ankunft eines fremden Schiffes, angeführt von dem englischen Kapitän John Smith, versetzt die Indianer vom Stamme der Powhatan in Aufregung. Dagegen kennt die Neugier der wißbegierigen Häuptlingstochter Pocahontas keine Grenzen. Dies ist der Anfang einer unvergleichlichen Legende voller Abenteuer und Spaß: von aberwitzigen Verfolgungsjagden mit dem Waschbären Meeko, dem frechen Kolibri Flit und dem verwöhnten Schoßhündchen Percy bis zu Pocohontas’ mutiger Entscheidung, die die Geschichte zweier Völker bestimmen wird. Mit Hilfe ihrer weisen Beraterin, Großmutter Weide, lernt Pocohontas auf ihre innere Stimme zu hören und dem “Farbenspiel des Winds” zu folgen…"
8391.0,1995,"Camille arbeitet als Dozentin an einer christlichen Universität und ist mit ihrem Kollegen Martin verlobt. Nach der Hochzeit steht eine gemeinsame Beförderung an – für die beiden „Karrierechristen“ läuft also eigentlich alles nach Plan. Doch Camille ist auf vage Art unglücklich, und dann stirbt auch noch ihr geliebter Hund. Als sie in einem Waschsalon unverblümt von der charismatischen Zirkusartistin Petra angeflirtet wird, ist da plötzlich ein ganz anderes, neues Gefühl. Petra nimmt sie mit zum Drachenfliegen und in die abenteuerliche Welt des Zirkus – und zum ersten Mal in ihrem Leben gibt sich Camille dem Lustprinzip hin. Doch ist sie wirklich bereit, dafür Martin und ihre alte Welt zurückzulassen?"
629.0,1995,"Nach einem Massaker am Hafen erzählt der Krüppel Roger „Verbal“ Kint seine Geschichte: Einige Wochen zuvor suchte die Polizei für eine Gegenüberstellung wegen eines gestohlenen Lastwagens fünf Kriminelle zusammen, neben Kint noch den Ex-Cop Keaton, den Sprengstoffspezialisten Hockney, sowie die Profi-Räuber McManus und Fenster. Aus Rache tun sich die Männer zusammen und drehen ein kleines Ding. Keiner ahnt, daß sie damit dem großen Unbekannten im Hintergrund auf die Füße treten, der Verbrecherlegende Keyser Söze, von dem niemand weiß, ob es ihn überhaupt gibt. Doch Söze zieht schon längst die Fäden im Hintergrund zu einem Netz, aus dem scheinbar niemand entkommen kann. Und so werden die fünf üblichen Verdächtigen zu Erfüllungsgehilfen in einem Spiel, das niemand durchschauen kann."
11448.0,1995,"Nach mehrmaligem Drängen seiner beruflich erfolgreichen Frau Amanda erklärt sich der Sportjournalist Lenny Weinrib dazu bereit, ein Baby zu adoptieren. Als die Ehe nach Jahren in die Krise gerät, sucht Lenny die leibliche Mutter des kleinen Max auf. Er findet sie in der Porno-Darstellerin Linda Ash. Nachdem der vergeistigte New Yorker den ersten Schock überwunden hat, freundet er sich mit dem attraktiven Mädchen an."
49133.0,1994,
26441.0,1995,"Anne und Tom wollen die Kids einer texanischen Kleinstadt motivieren. Also melden sie sie zu einem Fußball-Turnier an. Anfangs sind die Jugendlichen wenig begeistert. Da Tom jedoch der einstige Star der örtlichen High School ist, entwickelt die Mannschaft bald immer mehr Ehrgeiz. Und dann müssen sie gegen das arrogante Team von Toms altem Konkurrenten Jay spielen. Da gibt es nur eines, sie müssen das Match gewinnen."
97406.0,1995,
9089.0,1995,"Thanksgiving steht vor der Tür und Claudia Larson ist bereits vor der Abfahrt zum alljährlichen Familienfest mit den Nerven am Ende. Körperlich wird sie von einer Grippe gequält, seelisch macht ihr der Verlust des Jobs schwer zu schaffen. Am Ziel angekommen, wird sie von ihrer Mutter sofort wie ein kleines Mädchen behandelt, und auch die anderen Verwandten sind Claudia keine Hilfe. Am festlich gedeckten Tisch sprechen sich die Verwandten schließlich aus, wobei es zu unerwarteten Auseinandersetzungen kommt."
11010.0,1994,"Der schüchterne Mario (Massimo Troisi), eigentlich Fischer auf der kleinen sizilianischen Insel Salinas, betätigt sich in den 50er Jahren als privater Briefträger des hier im Exil lebenden legendären Poeten Pablo Neruda (Philippe Noiret). Angetan von dessen Liebeslyrik lässt sich ""Il Postino"" in die hohe Kunst der Poesie einführen, um mit Nerudas Worten das Herz der schönen Beatrice (Maria Grazia Cucinotta) zu gewinnen."
11359.0,1995,Der kleine Junge Omri entdeckt eines Tages ein grossartiges Geheimnis: in einem Schrank erwachen plötzlich all die Plastiktiere zu leben! Auch der Plastikindianer Little Bear wird lebendig und wird Omris Freund.
17182.0,1996,"Karen McCanns geordnetes Leben zerbricht, als ein Fremder in ihr Haus eindringt und ihre 17 jährige Tochter ermordet. Doch Schock und Trauer verwandeln sich in blanke Wut und Hass, als der Killer wegen eines juristischen Formfehlers wieder freigelassen wird. Als er nach einem weiteren Mord wieder ungestraft freikommt, ist Karen fest entschlossen ihn für seine Verbrechen büßen zu lassen."
